permission_name,application_id,delegated_id,application_text,delegated_text,application_description,delegated_description,application_AdminConsentRequired,delegated_AdminConsentRequired,metadata_is_critical
IdentityProvider.Read.All,e321f0bb-e7f7-481e-bb28-e3b0b32d4bd0,43781733-b5a7-4d1b-98f4-e8edff23e1a9,Read identity providers,Read identity providers,Allows the app to read your organization's identity (authentication) providers’ properties without a signed in user.,Allows the app to read your organization's identity (authentication) providers’ properties on behalf of the user.,Yes,Yes,no
IdentityProvider.ReadWrite.All,90db2b9a-d928-4d33-a4dd-8442ae3d41e4,f13ce604-1677-429f-90bd-8a10b9f01325,Read and write identity providers,Read and write identity providers,Allows the app to read and write your organization's identity (authentication) providers’ properties without a signed in user.,Allows the app to read and write your organization's identity (authentication) providers’ properties on behalf of the user.,Yes,Yes,no
IdentityRiskEvent.Read.All,6e472fd1-ad78-48da-a0f0-97ab2c6b769e,8f6a01e7-0391-4ee5-aa22-a3af122cef27,Read all identity risk event information,Read identity risk event information,Allows the app to read the identity risk event information for your organization without a signed in user.,Allows the app to read identity risk event information for all users in your organization on behalf of the signed-in user.,Yes,Yes,no
IdentityRiskEvent.ReadWrite.All,db06fb33-1953-4b7b-a2ac-f1e2c854f7ae,9e4862a5-b68f-479e-848a-4e07e25c9916,Read and write all risk detection information,Read and write risk event information,Allows the app to read and update identity risk detection information for your organization without a signed-in user. Update operations include confirming risk event detections.,Allows the app to read and update identity risk event information for all users in your organization on behalf of the signed-in user. Update operations include confirming risk event detections.,Yes,Yes,no
IdentityRiskyServicePrincipal.Read.All,607c7344-0eed-41e5-823a-9695ebe1b7b0,ea5c4ab0-5a73-4f35-8272-5d5337884e5d,Read all identity risky service principal information,Read all identity risky service principal information,"Allows the app to read all risky service principal information for your organization, without a signed-in user.","Allows the app to read all identity risky service principal information for your organization, on behalf of the signed-in user.",Yes,Yes,no
IdentityRiskyServicePrincipal.ReadWrite.All,cb8d6980-6bcb-4507-afec-ed6de3a2d798,bb6f654c-d7fd-4ae3-85c3-fc380934f515,Read and write all identity risky service principal information,Read and write all identity risky service principal information,"Allows the app to read and update identity risky service principal for your organization, without a signed-in user.","Allows the app to read and update identity risky service principal information for all service principals in your organization, on behalf of the signed-in user. Update operations include dismissing risky service principals.",Yes,Yes,no
IdentityRiskyUser.Read.All,dc5007c0-2d7d-4c42-879c-2dab87571379,d04bb851-cb7c-4146-97c7-ca3e71baf56c,Read all identity risky user information,Read identity risky user information,Allows the app to read the identity risky user information for your organization without a signed in user.,Allows the app to read identity risky user information for all users in your organization on behalf of the signed-in user.,Yes,Yes,no
IdentityRiskyUser.ReadWrite.All,656f6061-f9fe-4807-9708-6a2e0934df76,e0a7cdbb-08b0-4697-8264-0069786e9674,Read and write all risky user information,Read and write risky user information,Allows the app to read and update identity risky user information for your organization without a signed-in user.  Update operations include dismissing risky users.,Allows the app to read and update identity risky user information for all users in your organization on behalf of the signed-in user. Update operations include dismissing risky users.,Yes,Yes,no
IdentityUserFlow.Read.All,1b0c317f-dd31-4305-9932-259a8b6e8099,2903d63d-4611-4d43-99ce-a33f3f52e343,Read all identity user flows,Read all identity user flows,"Allows the app to read your organization's user flows, without a signed-in user.","Allows the app to read your organization's user flows, on behalf of the signed-in user.",Yes,Yes,no
IdentityUserFlow.ReadWrite.All,65319a09-a2be-469d-8782-f6b07debf789,281892cc-4dbf-4e3a-b6cc-b21029bb4e82,Read and write all identity user flows,Read and write all identity user flows,"Allows the app to read or write your organization's user flows, without a signed-in user.","Allows the app to read or write your organization's user flows, on behalf of the signed-in user.",Yes,Yes,no
IMAP.AccessAsUser.All,-,652390e4-393a-48de-9484-05f9b1212954,-,Read and write access to mailboxes via IMAP.,-,Allows the app to have the same access to mailboxes as the signed-in user via IMAP protocol.,-,No,no
IndustryData-DataConnector.Read.All,7ab52c2f-a2ee-4d98-9ebc-725e3934aae2,d19c0de5-7ecb-4aba-b090-da35ebcd5425,View data connector definitions,View data connector definitions,Allows the app to read data connectors without a signed-in user.,Allows the app to read data connectors on behalf of the signed-in user.,Yes,Yes,no
IndustryData-DataConnector.ReadWrite.All,eda0971c-482e-4345-b28f-69c309cb8a34,5ce933ac-3997-4280-aed0-cc072e5c062a,Manage data connector definitions,Manage data connector definitions,Allows the app to read and write data connectors without a signed-in user.,Allows the app to read and write data connectors on behalf of the signed-in user.,Yes,Yes,no
IndustryData-DataConnector.Upload,9334c44b-a7c6-4350-8036-6bf8e02b4c1f,fc47391d-ab2c-410f-9059-5600f7af660d,Upload files to a data connector,Upload files to a data connector,Allows the app to upload data files to a data connector without a signed-in user.,Allows the app to upload data files to a data connector on behalf of the signed-in user.,Yes,Yes,no
IndustryData-InboundFlow.Read.All,305f6ba2-049a-4b1b-88bb-fe7e08758a00,cb0774da-a605-42af-959c-32f438fb38f4,View inbound flow definitions,View inbound flow definitions,Allows the app to read inbound data flows without a signed-in user.,Allows the app to read inbound data flows on behalf of the signed-in user.,Yes,Yes,no
IndustryData-InboundFlow.ReadWrite.All,e688c61f-d4c6-4d64-a197-3bcf6ba1d6ad,97044676-2cec-40ee-bd70-38df444c9e70,Manage inbound flow definitions,Manage inbound flow definitions,Allows the app to read and write inbound data flows without a signed-in user.,Allows the app to read and write inbound data flows on behalf of the signed-in user.,Yes,Yes,no
IndustryData-OutboundFlow.Read.All,61d0354c-5d88-483c-b974-a37ec3395a2c,4741a003-8952-4be4-9217-33a0ac327122,View outbound flow definitions,View outbound flow definitions,Allows the app to read outbound data flows without a signed-in user.,Allows the app to read outbound data flows on behalf of the signed-in user.,Yes,Yes,no
IndustryData-OutboundFlow.ReadWrite.All,24a65b4a-e501-47e2-8849-d679517887f0,aeb68e0b-e562-4a1f-b6dd-3484ad0cbb4b,Manage outbound flow definitions,Manage outbound flow definitions,Allows the app to read and write outbound data flows without a signed-in user.,Allows the app to read and write outbound data flows on behalf of the signed-in user.,Yes,Yes,no
IndustryData-ReferenceDefinition.Read.All,6ee891c3-74a4-4148-8463-0c834375dfaf,a3f96ffe-cb84-40a8-ac85-582d7ef97c2a,View reference definitions,View reference definitions,Allows the app to read reference definitions without a signed-in user.,Allows the app to read reference definitions on behalf of the signed-in user.,Yes,Yes,no
IndustryData-ReferenceDefinition.ReadWrite.All,bda16293-63d3-45b7-b16b-833841d27d56,a757d430-be6d-430f-af57-28aabe79d247,Manage reference definitions,Manage reference definitions,Allows the app to read and write reference definitions without a signed-in user.,Allows the app to read and write reference definitions on behalf of the signed-in user.,Yes,Yes,no
IndustryData-Run.Read.All,f6f5d10b-3024-4d1d-b674-aae4df4a1a73,92685235-50c4-4702-b2c8-36043db6fa79,View current and previous runs,View current and previous runs,Allows the app to read current and previous IndustryData runs without a signed-in user.,Allows the app to read current and previous IndustryData runs on behalf of the signed-in user.,Yes,Yes,no
IndustryData-SourceSystem.Read.All,bc167a60-39fe-4865-8b44-78400fc6ed03,49b7016c-89ae-41e7-bd6f-b7170c5490bf,View source system definitions,View source system definitions,Allows the app to read source system definitions without a signed-in user.,Allows the app to read source system definitions on behalf of the signed-in user.,Yes,Yes,no
IndustryData-SourceSystem.ReadWrite.All,7d866958-e06e-4dd6-91c6-a086b3f5cfeb,9599f005-05d6-4ea7-b1b1-4929768af5d0,Manage source system definitions,Manage source system definitions,Allows the app to read and write source system definitions without a signed-in user.,Allows the app to read and write source system definitions on behalf of the signed-in user.,Yes,Yes,no
IndustryData-TimePeriod.Read.All,7c55c952-b095-4c23-a522-022bce4cc1e3,c9d51f28-8ccd-42b2-a836-fd8fe9ebf2ae,Read time period definitions,Read time period definitions,Allows the app to read time period definitions without a signed-in user.,Allows the app to read time period definitions on behalf of the signed-in user.,Yes,Yes,no
IndustryData-TimePeriod.ReadWrite.All,7afa7744-a782-4a32-b8c2-e3db637e8de7,b6d56528-3032-4f9d-830f-5a24a25e6661,Manage time period definitions,Manage time period definitions,Allows the app to read and write time period definitions without a signed-in user.,Allows the app to read and write time period definitions on behalf of the signed-in user.,Yes,Yes,no
IndustryData.ReadBasic.All,4f5ac95f-62fd-472c-b60f-125d24ca0bc5,60382b96-1f5e-46ea-a544-0407e489e588,View basic service and resource information,Read basic Industry Data service and resource definitions,Allows the app to read basic service and resource information without a signed-in user.,Allows the app to read basic Industry Data service and resource information on behalf of the signed-in user.,Yes,No,no
InformationProtectionConfig.Read,-,12f4bffb-b598-413c-984b-db99728f8b54,-,Read configurations for protecting organizational data applicable to the user,-,"Allows the app to read the configurations applicable to the signed-in user for protecting organizational data, on behalf of the signed-in user.",-,Yes,no
InformationProtectionConfig.Read.All,14f49b9f-4bf2-4d24-b80e-b27ec58409bd,-,Read all configurations for protecting organizational data applicable to users,-,"Allows the app to read all configurations applicable to users for protecting organizational data, without a signed-in user.",-,Yes,-,no
